annotation_record_id,source_family,source_id,source_project_id,source_parent_id,project_title,project_description,country_name,country_iso3,region_name,commitment_year,sector_code,sector_name,theme_or_intent,infrastructure_flag,finance_type,flow_class,implementation_status,location_text,source_url,recommended_for_aggregates,umbrella_flag,annotation_universe_flag,text_bundle_for_annotation
19ab751e9380de46,,,96281,,"Chinese Government donates 20,000 Sinopharm Covid-19 vaccine doses worth USD 81,593.60 to the Government of Grenada in April 2022","On 19 April 2022, 20,000 Covid-19 vaccines donated by the Chinese Government arrived at Maurice Bishop International Airport, St George, Grenada. Then, on Wednesday, April 20, 2022, a donation ceremony took place in Grenada, where the Grenadian Ministry of Health and Social Security received the donation of 20,000 doses of the Sinopharm COVID-19 vaccines. The donation also included 22,480pcs of disposable syringes with needles, and is valued at USD 81,593.60.   The donation was intended to help Grenada in the fight against COVID-19; previous donations from the Chinese Government included materials such as masks, PPE, antigen test kits, and various pieces of medical equipment (see Record ID#102327 and #102328).",Grenada,GRD,America,2022,120,HEALTH,Development,,Grant,ODA,Completion,The donation ceremony took place at Ministry of Health and Social Security in Grenada and the handover took place at the Maurice Bishop International Airport (MBIA). ,,Yes,No,true,"Title: Chinese Government donates 20,000 Sinopharm Covid-19 vaccine doses worth USD 81,593.60 to the Government of Grenada in April 2022
Description: On 19 April 2022, 20,000 Covid-19 vaccines donated by the Chinese Government arrived at Maurice Bishop International Airport, St George, Grenada. Then, on Wednesday, April 20, 2022, a donation ceremony took place in Grenada, where the Grenadian Ministry of Health and Social Security received the donation of 20,000 doses of the Sinopharm COVID-19 vaccines. The donation also included 22,480pcs of disposable syringes with needles, and is valued at USD 81,593.60. The donation was intended to help Grenada in the fight against COVID-19; previous donations from the Chinese Government included materials such as masks, PPE, antigen test kits, and various pieces of medical equipment (see Record ID#102327 and #102328).
Country: Grenada
Region: America
Sector: HEALTH
Sector code: 120
Theme/intent: Development
Finance type: Grant
Flow class: ODA
Status: Completion
Location: The donation ceremony took place at Ministry of Health and Social Security in Grenada and the handover took place at the Maurice Bishop International Airport (MBIA)."
207d0b67656c21b3,,,49829,,China donates 800 metric tons of rice to earthquake and typhoon victims in the Philippines,"On 12 March 2014, the Chinese Ministry of Agriculture and ASEAN Plus Three Emergency Rice Reserve officials handed over 16,000 bags of rice, weighing 800 metric tons, to the Department of Social Welfare and Development in Central Visayas (DSWD-7) at the National Food Authority warehouse in Cebu City, Philippines. The rice was part of disaster relief coordinated by ASEAN and donated by China after an earthquake in Bohol and Typhoon Haiyan (Yolanda) in Cebu. Department of Agriculture Undersecretary Bernadette Romulo-Puyat announced that 10,000 bags of rice would go to earthquake victims in Loon, Bohol and the other 6,000 to typhoon victims in northern Cebu. ",Philippines,PHL,Asia,2014,720,EMERGENCY RESPONSE,Development,,Grant,ODA,Completion,"Loon, Bohol and northern Cebu. More detailed locational information can be found at: https://www.openstreetmap.org/relation/1550487 and https://www.openstreetmap.org/relation/1506936 and https://www.openstreetmap.org/node/198510695",,Yes,No,true,"Title: China donates 800 metric tons of rice to earthquake and typhoon victims in the Philippines
Description: On 12 March 2014, the Chinese Ministry of Agriculture and ASEAN Plus Three Emergency Rice Reserve officials handed over 16,000 bags of rice, weighing 800 metric tons, to the Department of Social Welfare and Development in Central Visayas (DSWD-7) at the National Food Authority warehouse in Cebu City, Philippines. The rice was part of disaster relief coordinated by ASEAN and donated by China after an earthquake in Bohol and Typhoon Haiyan (Yolanda) in Cebu. Department of Agriculture Undersecretary Bernadette Romulo-Puyat announced that 10,000 bags of rice would go to earthquake victims in Loon, Bohol and the other 6,000 to typhoon victims in northern Cebu.
Country: Philippines
Region: Asia
Sector: EMERGENCY RESPONSE
Sector code: 720
Theme/intent: Development
Finance type: Grant
Flow class: ODA
Status: Completion
Location: Loon, Bohol and northern Cebu. More detailed locational information can be found at: https://www.openstreetmap.org/relation/1550487 and https://www.openstreetmap.org/relation/1506936 and https://www.openstreetmap.org/node/198510695"
9f9789774ab7b0f8,,,104575,,"Bank of China Limited contributes to $1.17 billion syndicated loan for purchase of fifteen 7,000 TEU dual fuel newbuild container vessels (Linked to Record ID#104576)","On October 4, 2022, Seaspan Corporation — a leading container subsidiary of NYSE-listed Atlas Corporation that is legally incorporated in the Marshall Islands — signed a $1.17 billion, 12-year syndicated loan agreement with a group of Chinese and non-Chinese banks to facilitate the purchase of fifteen 7,000 TEU dual fuel newbuild container vessels under construction at the Jiangsu New Yangzi Shipbuilding.  Participants in the syndicate include HSBC, Standard Chartered Bank, Bank of China Limited (recorded in this project), Citibank, Bank of Communications (recorded in Record ID#104576), BNP Paribas (BNPP), Societe Generale, Development Bank of Japan Inc, and Sumitomo Mitsui Banking Corporation.  Bank of China Limited and Bank of Communications each reportedly contributed $150 million to the syndicate. BNPP acted as ECA Agent, Facility Agent and Security Agent, BNPP and Societe Generale as Mandated Lead Arrangers and Bookrunner, HSBC, Standard Chartered Bank, Bank of China Limited, Citibank and Bank of Communications acted as Mandated Lead Arrangers, and Development Bank of Japan Inc. and Sumitomo Mitsui Banking Corporation acted as Lead Arrangers. The borrowing terms of the loan are unknown. However, it is known that the loan is supported by a credit insurance policy.",Marshall Islands,MHL,Oceania,2022,210,TRANSPORT AND STORAGE,Commercial,,Loan,OOF,Pipeline: Commitment,,,Yes,No,true,"Title: Bank of China Limited contributes to $1.17 billion syndicated loan for purchase of fifteen 7,000 TEU dual fuel newbuild container vessels (Linked to Record ID#104576)
Description: On October 4, 2022, Seaspan Corporation — a leading container subsidiary of NYSE-listed Atlas Corporation that is legally incorporated in the Marshall Islands — signed a $1.17 billion, 12-year syndicated loan agreement with a group of Chinese and non-Chinese banks to facilitate the purchase of fifteen 7,000 TEU dual fuel newbuild container vessels under construction at the Jiangsu New Yangzi Shipbuilding. Participants in the syndicate include HSBC, Standard Chartered Bank, Bank of China Limited (recorded in this project), Citibank, Bank of Communications (recorded in Record ID#104576), BNP Paribas (BNPP), Societe Generale, Development Bank of Japan Inc, and Sumitomo Mitsui Banking Corporation. Bank of China Limited and Bank of Communications each reportedly contributed $150 million to the syndicate. BNPP acted as ECA Agent, Facility Agent and Security Agent, BNPP and Societe Generale as Mandated Lead Arrangers and Bookrunner, HSBC, Standard Chartered Bank, Bank of China Limited, Citibank and Bank of Communications acted as Mandated Lead Arrangers, and Development Bank of Japan Inc. and Sumitomo Mitsui Banking Corporation acted as Lead Arrangers. The borrowing terms of the loan are unknown. However, it is known that the loan is supported by a credit insurance policy.
Country: Marshall Islands
Region: Oceania
Sector: TRANSPORT AND STORAGE
Sector code: 210
Theme/intent: Commercial
Finance type: Loan
Flow class: OOF
Status: Pipeline: Commitment"
a7180eb2346c4314,,,95737,,Chinese Government provides RMB 1.95 billion loan for Phase 1 of Karaj Metro Line 2 Project,"In November 2018, an unspecified Chinese state-owned bank and Karaj Urban and Suburban Railway Organisation (KUASRO) — an Iranian state-owned company — signed an RMB 1,950,000,000 loan agreement for Phase 1 of the Karaj Metro Line 2 Project. The borrowing terms of the loan are unknown. However, it is known that the borrower was expected to use the loan proceeds to finance a $420 million commercial (EPC) contract with CITIC Group Corporation Ltd. The purpose of this project is to construct the first 15 km of Line 2 of the Karaj Metro, which upon completion will have a total length of 27 km. The 15 km stretch runs from Khwarazmi University Square in the west of Karaj to Shahid Soltani Square in the east of Karaj. CITIC Group Corporation Ltd. is the EPC contractor responsible for implementation. As of September 2017, the project had achieved a 32.31% physical completion rate. By April 2021, the 15 km stretch between Khwarazmi University Square and Shahid Soltani Square had been fully excavated. However, international sanctions eventually slowed the project implementation efforts of CITIC Group Corporation Ltd., which led to litigation with the project owner (KUASRO). The project was originally expected to reach completion within 4 years of the start date of the EPC contract. However, the project has underperformed vis-a-vis the original objectives identified in the EPC contract.",Iran,IRN,Middle East,2018,210,TRANSPORT AND STORAGE,Mixed,Yes,Loan,OOF,Implementation,"The purpose of the project is to construct the first 15 km of Line 2 of the Karaj Metro, which upon completion will have a total length of 27 km. The 15 km stretch runs from Khwarazmi University Square in the west of Karaj to Shahid Soltani Square in the east of Karaj. More detailed locational information can be found at https://www.openstreetmap.org/relation/7643571 and https://www.openstreetmap.org/way/535560484.",,Yes,No,true,"Title: Chinese Government provides RMB 1.95 billion loan for Phase 1 of Karaj Metro Line 2 Project
Description: In November 2018, an unspecified Chinese state-owned bank and Karaj Urban and Suburban Railway Organisation (KUASRO) — an Iranian state-owned company — signed an RMB 1,950,000,000 loan agreement for Phase 1 of the Karaj Metro Line 2 Project. The borrowing terms of the loan are unknown. However, it is known that the borrower was expected to use the loan proceeds to finance a $420 million commercial (EPC) contract with CITIC Group Corporation Ltd. The purpose of this project is to construct the first 15 km of Line 2 of the Karaj Metro, which upon completion will have a total length of 27 km. The 15 km stretch runs from Khwarazmi University Square in the west of Karaj to Shahid Soltani Square in the east of Karaj. CITIC Group Corporation Ltd. is the EPC contractor responsible for implementation. As of September 2017, the project had achieved a 32.31% physical completion rate. By April 2021, the 15 km stretch between Khwarazmi University Square and Shahid Soltani Square had been fully excavated. However, international sanctions eventually slowed the project implementation efforts of CITIC Group Corporation Ltd., which led to litigation with the project owner (KUASRO). The project was originally expected to reach completion within 4 years of the start date of the EPC contract. However, the project has underperformed vis-a-vis the original objectives identified in the EPC contract.
Country: Iran
Region: Middle East
Sector: TRANSPORT AND STORAGE
Sector code: 210
Theme/intent: Mixed
Infrastructure: Yes
Finance type: Loan
Flow class: OOF
Status: Implementation
Location: The purpose of the project is to construct the first 15 km of Line 2 of the Karaj Metro, which upon completion will have a total length of 27 km. The 15 km stretch runs from Khwarazmi University Square in the west of Karaj to Shahid Soltani Square in the east of Karaj. More detailed locational information can be found at https://www.openstreetmap.org/relation/7643571 and https://www.openstreetmap.org/way/535560484."
0c787d0db95183c6,,,87326,,China builds Benin's Ministry of Foreign Affairs' Dining Hall,"On November 30, 2018, the Chinese handed over Benin Ministry of Foreign Affairs' new dining hall. On the same day, Chinese Ambassador Peng Jingtao (彭惊涛) and Beninese Foreign Minister Aurelien Agbenonci attended the ceremony.   The commitment time of this project is unclear. ",Benin,BEN,Africa,2018,150,GOVERNMENT AND CIVIL SOCIETY,Development,,Grant,ODA,Completion,"This project was to build a new dining hall for the Benin Ministry of Foreign Affairs and International Cooperation (French: Ministère des Affaires Etrangères) in Cotonou, a large port city in the Littoral Department on the south coast of Benin. Cotonou is Benin's economic center. More detailed locational information about the Ministry of Foreign Affairs can be found at: https://www.openstreetmap.org/node/7704702651#map=19/6.35270/2.40111.",,Yes,No,true,"Title: China builds Benin's Ministry of Foreign Affairs' Dining Hall
Description: On November 30, 2018, the Chinese handed over Benin Ministry of Foreign Affairs' new dining hall. On the same day, Chinese Ambassador Peng Jingtao (彭惊涛) and Beninese Foreign Minister Aurelien Agbenonci attended the ceremony. The commitment time of this project is unclear.
Country: Benin
Region: Africa
Sector: GOVERNMENT AND CIVIL SOCIETY
Sector code: 150
Theme/intent: Development
Finance type: Grant
Flow class: ODA
Status: Completion
Location: This project was to build a new dining hall for the Benin Ministry of Foreign Affairs and International Cooperation (French: Ministère des Affaires Etrangères) in Cotonou, a large port city in the Littoral Department on the south coast of Benin. Cotonou is Benin's economic center. More detailed locational information about the Ministry of Foreign Affairs can be found at: https://www.openstreetmap.org/node/7704702651#map=19/6.35270/2.40111."
4bb4219deadd071f,,,93258,,"Chinese Embassy donates N$ 1 million worth of COVID-19 equipment to 7 schools in Windhoek, Namibia ","On April 29, 2021, the Chinese Embassy in Namibia donated 45,000 surgical masks, 4,000 N95 masks, and 35 forehead thermometers to 7 primary and secondary schools in Windhoek, Namibia. According to the Chinese Embassy, the donation is worth 1 million Namibian dollars. The donation is intended to assist these schools during the COVID-19 pandemic.",Namibia,NAM,Africa,2021,120,HEALTH,Development,,Grant,ODA,Completion,"The Chinese Embassy in Namibia donated surgical masks, N95 masks, and forehead thermometers to 7 primary and secondary schools in Windhoek, Namibia. More detailed locational information can be found at https://www.openstreetmap.org/way/29989621.",,Yes,No,true,"Title: Chinese Embassy donates N$ 1 million worth of COVID-19 equipment to 7 schools in Windhoek, Namibia
Description: On April 29, 2021, the Chinese Embassy in Namibia donated 45,000 surgical masks, 4,000 N95 masks, and 35 forehead thermometers to 7 primary and secondary schools in Windhoek, Namibia. According to the Chinese Embassy, the donation is worth 1 million Namibian dollars. The donation is intended to assist these schools during the COVID-19 pandemic.
Country: Namibia
Region: Africa
Sector: HEALTH
Sector code: 120
Theme/intent: Development
Finance type: Grant
Flow class: ODA
Status: Completion
Location: The Chinese Embassy in Namibia donated surgical masks, N95 masks, and forehead thermometers to 7 primary and secondary schools in Windhoek, Namibia. More detailed locational information can be found at https://www.openstreetmap.org/way/29989621."
30c0a181958f526a,,,43959,,Hanban funds the establishment of Confucius Institute at Yeditepe University,"On April 24, 2015, Hanban agreed to found the Confucius Institute at Yeditepe University. The Confucius Institute is located in Istanbul and is tied to Nankai University. On September 27, 2017, the opening ceremony of the Yeditepe University Confucius Institute was held at the Faculty of Fine Arts Conference Hall. Yeditepe University opened the 4th Confucius Institute in Turkey with the participation of Yu Hongyang, Ambassador of the People's Republic of China, and Bedrettin Dalan, Founder and Honorary President of Yeditepe University. The monetary value of the financial commitment that supported this project is unknown.",Turkey,TUR,Europe,2015,110,EDUCATION,Representational,,Grant,OOF,Completion,This project involved the establishment of a Confucius Institute at  Yeditepe University in the city of Istanbul. More detailed locational information can be found at https://www.openstreetmap.org/way/154206547#map=16/40.9710/29.1500,,Yes,No,true,"Title: Hanban funds the establishment of Confucius Institute at Yeditepe University
Description: On April 24, 2015, Hanban agreed to found the Confucius Institute at Yeditepe University. The Confucius Institute is located in Istanbul and is tied to Nankai University. On September 27, 2017, the opening ceremony of the Yeditepe University Confucius Institute was held at the Faculty of Fine Arts Conference Hall. Yeditepe University opened the 4th Confucius Institute in Turkey with the participation of Yu Hongyang, Ambassador of the People's Republic of China, and Bedrettin Dalan, Founder and Honorary President of Yeditepe University. The monetary value of the financial commitment that supported this project is unknown.
Country: Turkey
Region: Europe
Sector: EDUCATION
Sector code: 110
Theme/intent: Representational
Finance type: Grant
Flow class: OOF
Status: Completion
Location: This project involved the establishment of a Confucius Institute at Yeditepe University in the city of Istanbul. More detailed locational information can be found at https://www.openstreetmap.org/way/154206547#map=16/40.9710/29.1500"
d5eeca8ba9d6f03e,,,97181,,Chinese ambassador to Iran gives book to President of Iran-China Chamber of Commerce,"On December 22, 2021, the Chinese ambassador to Iran gave a copy of ""A Brief History of the Communist Party of China"" to President Majidreza Hariri of the Iran China Chamber of Commerce. ",Iran,IRN,Middle East,2021,150,GOVERNMENT AND CIVIL SOCIETY,Representational,,Grant,OOF,Completion,,,Yes,No,true,"Title: Chinese ambassador to Iran gives book to President of Iran-China Chamber of Commerce
Description: On December 22, 2021, the Chinese ambassador to Iran gave a copy of ""A Brief History of the Communist Party of China"" to President Majidreza Hariri of the Iran China Chamber of Commerce.
Country: Iran
Region: Middle East
Sector: GOVERNMENT AND CIVIL SOCIETY
Sector code: 150
Theme/intent: Representational
Finance type: Grant
Flow class: OOF
Status: Completion"
1ac4853d94986d7b,,,63969,481,China Eximbank pledges loan for 168MW Dapeyin II Hydropower Plant Project (Linked to Record ID#63968),"On July 31, 2007, the Ministry of Electricity and Energy (MoEE) of Myanmar and Datang (Yunnan) United Hydropower Developing Co. Ltd. signed a Memorandum of Understanding regarding the financing and construction of Dapein 2 Hydropower Plant. According to the agreement, Datang United Hydropower Developing Co. (DUHD) would be the developer of the project. China Eximbank reportedly agreed — at least in principle — to provide an $8.6 million loan for the project. The developer submitted a feasibility study to MoEE in December 2009. Since then, little progress on the project seems to have occurred. The MoEE planned to commission this project in 2022. The project construction is likely to commence in 2025 and is expected to enter into commercial operation in 2028.  The project scope included the construction of a 59 meter high concrete gravity dam on the Dapein River about 10 km downstream of the existing Dapein 1 HPP (in Moemauk Township about 30 miles to the northeast of Bhamo city and Kachin state). The existing Dapein 1 plant was also financed with a loan from China Eximbank (captured in Record ID#63968). The reservoir would be about 8 km long with a relatively small storage of 55 hm3 given the steepness of the river (gradient of 5.8 m/km). The power plant was planned to be connected to the Dapein 1 substantial by a 16 km long 230 kV transmission line.",Myanmar,MMR,Asia,2007,230,ENERGY,Development,Yes,Loan,Vague (ODA or OOF),Pipeline: Pledge,"The purpose of the project was to construct a 59 meter high concrete gravity dam on the Dapein River about 10 km downstream of the existing Dapein 1 HPP (in Moemauk Township about 30 miles to the northeast of Bhamo city and Kachin state). The exact locational coordinates of the dam site are 24.368270, 97.421400. The power plant was planned to be connected to the Dapein 1 substantial by a 16 km long 230 kV transmission line. More detailed locational information can be found at https://www.openstreetmap.org/way/570740815#map=17/24.40473/97.50574.",,No,No,true,"Title: China Eximbank pledges loan for 168MW Dapeyin II Hydropower Plant Project (Linked to Record ID#63968)
Description: On July 31, 2007, the Ministry of Electricity and Energy (MoEE) of Myanmar and Datang (Yunnan) United Hydropower Developing Co. Ltd. signed a Memorandum of Understanding regarding the financing and construction of Dapein 2 Hydropower Plant. According to the agreement, Datang United Hydropower Developing Co. (DUHD) would be the developer of the project. China Eximbank reportedly agreed — at least in principle — to provide an $8.6 million loan for the project. The developer submitted a feasibility study to MoEE in December 2009. Since then, little progress on the project seems to have occurred. The MoEE planned to commission this project in 2022. The project construction is likely to commence in 2025 and is expected to enter into commercial operation in 2028. The project scope included the construction of a 59 meter high concrete gravity dam on the Dapein River about 10 km downstream of the existing Dapein 1 HPP (in Moemauk Township about 30 miles to the northeast of Bhamo city and Kachin state). The existing Dapein 1 plant was also financed with a loan from China Eximbank (captured in Record ID#63968). The reservoir would be about 8 km long with a relatively small storage of 55 hm3 given the steepness of the river (gradient of 5.8 m/km). The power plant was planned to be connected to the Dapein 1 substantial by a 16 km long 230 kV transmission line.
Country: Myanmar
Region: Asia
Sector: ENERGY
Sector code: 230
Theme/intent: Development
Infrastructure: Yes
Finance type: Loan
Flow class: Vague (ODA or OOF)
Status: Pipeline: Pledge
Location: The purpose of the project was to construct a 59 meter high concrete gravity dam on the Dapein River about 10 km downstream of the existing Dapein 1 HPP (in Moemauk Township about 30 miles to the northeast of Bhamo city and Kachin state). The exact locational coordinates of the dam site are 24.368270, 97.421400. The power plant was planned to be connected to the Dapein 1 substantial by a 16 km long 230 kV transmission line. More detailed locational information can be found at https://www.openstreetmap.org/way/570740815#map=17/24.40473/97.50574."
a7fc15c08180433e,,,102150,,China pledges to donate 3 million RMB worth of disaster relief materials to Nepal,"On August 10, 2022, during the Chinese foreign minister Wang Yi's visit to Nepal, he announced a number of projects, including a donation of disaster relief materials worth 3 million RMB.",Nepal,NPL,Asia,2022,720,EMERGENCY RESPONSE,Development,,Grant,ODA,Pipeline: Pledge,,,No,No,true,"Title: China pledges to donate 3 million RMB worth of disaster relief materials to Nepal
Description: On August 10, 2022, during the Chinese foreign minister Wang Yi's visit to Nepal, he announced a number of projects, including a donation of disaster relief materials worth 3 million RMB.
Country: Nepal
Region: Asia
Sector: EMERGENCY RESPONSE
Sector code: 720
Theme/intent: Development
Finance type: Grant
Flow class: ODA
Status: Pipeline: Pledge"
9e32721ffe326dee,,,31287,1551,Hanban funds the construction of Confucius Institute building at Suez Canal University (Linked to Record ID#65996),"In March 2007, a memorandum of understanding (MOU) was signed by Hanban and the Suez Canal University (SCU or جامعة قناة السويس) regarding the the construction of a Confucius Institute at SCU. The construction of the Confucius Institute was jointly undertaken by North China Electric Power University  (NECPU) and SCU.  In June 2007, an official agreement between Hanban, NECPU, and SCU, began the construction phase of the Confucius Institute at SCU.  On July 31, 2007, a board of directors for the Confucius Institute at SCU was formed and groundbreaking took place the same month.  On April 1, 2008, the Confucius Institute at SCU was completed and an official opening ceremony was organized. The institute is more than 1,200 square meters in size, includes four classrooms, three multimedia language labs, a reading room, a computer with 20 seats, a teacher’s office, a meeting room, and a conference hall that can accommodate over 200 people. Hanban equipped all of the institute's facilities, provided 8,000 books, and transferred $419,000 of cash assistance to cover the initial budget, the 2009 project budget, the 2010 project budget, a Great Wall Chinese Multimedia Lab project budget, and a book exhibition project budget.    On April 1, 2009 the Confucius Institute held a one year anniversary celebration. Then, on June 14, 2009, He Guoqiang, of the Political Bureau of the Central Committee of CPC presented equipment for “Chinese Cultural Experience Center'' to the Institute on behalf of the Chinese government. According to a China Daily article, the Institute holds classes for members of the China-Egypt Teda Suez Economic and Trade Cooperation Zone, the British University, and Helwan University.  The institute is also known for helping Egyptian students find jobs with Chinese companies operating in Egypt, organizing Chinese proficiency tests, providing scholarships for study in China, promoting cultural exhibitions, facilitating cooperation between Chinese and Egyptian Museums, and holding cross-cultural trainings.",Egypt,EGY,Africa,2007,110,EDUCATION,Representational,Yes,Grant,OOF,Completion,This project involved the construction of a Confucius Institute building at Cairo University at Suez Canal University in Ismaïlia. More detailed locational information can be found at https://www.openstreetmap.org/way/97234548#map=15/30.6221/32.2697,,Yes,No,true,"Title: Hanban funds the construction of Confucius Institute building at Suez Canal University (Linked to Record ID#65996)
Description: In March 2007, a memorandum of understanding (MOU) was signed by Hanban and the Suez Canal University (SCU or جامعة قناة السويس) regarding the the construction of a Confucius Institute at SCU. The construction of the Confucius Institute was jointly undertaken by North China Electric Power University (NECPU) and SCU. In June 2007, an official agreement between Hanban, NECPU, and SCU, began the construction phase of the Confucius Institute at SCU. On July 31, 2007, a board of directors for the Confucius Institute at SCU was formed and groundbreaking took place the same month. On April 1, 2008, the Confucius Institute at SCU was completed and an official opening ceremony was organized. The institute is more than 1,200 square meters in size, includes four classrooms, three multimedia language labs, a reading room, a computer with 20 seats, a teacher’s office, a meeting room, and a conference hall that can accommodate over 200 people. Hanban equipped all of the institute's facilities, provided 8,000 books, and transferred $419,000 of cash assistance to cover the initial budget, the 2009 project budget, the 2010 project budget, a Great Wall Chinese Multimedia Lab project budget, and a book exhibition project budget. On April 1, 2009 the Confucius Institute held a one year anniversary celebration. Then, on June 14, 2009, He Guoqiang, of the Political Bureau of the Central Committee of CPC presented equipment for “Chinese Cultural Experience Center'' to the Institute on behalf of the Chinese government. According to a China Daily article, the Institute holds classes for members of the China-Egypt Teda Suez Economic and Trade Cooperation Zone, the British University, and Helwan University. The institute is also known for helping Egyptian students find jobs with Chinese companies operating in Egypt, organizing Chinese proficiency tests, providing scholarships for study in China, promoting cultural exhibitions, facilitating cooperation between Chinese and Egyptian Museums, and holding cross-cultural trainings.
Country: Egypt
Region: Africa
Sector: EDUCATION
Sector code: 110
Theme/intent: Representational
Infrastructure: Yes
Finance type: Grant
Flow class: OOF
Status: Completion
Location: This project involved the construction of a Confucius Institute building at Cairo University at Suez Canal University in Ismaïlia. More detailed locational information can be found at https://www.openstreetmap.org/way/97234548#map=15/30.6221/32.2697"
e892d414b4f4fa3b,,,63905,,China Eximbank provides loan worth PGK 419.7 million for Buna Water Supply System Project,"In 2018, the Export-Import Bank of China provided a loan for the Bunu Water Supply System Project in Papua New Guinea. The total cost of the project is 475.4 million Kina, the Exim Bank loan will finance 88% of the project and PNG will finance the final 12%, 55.7 million Kina (source: VOLUME 3B PUBLIC INVESTMENT PROGRAM FOR STATUTORY AUTHORITIES AND PROVINCIAL GOVERNMENTS 2019 – 2023).   The project will provide a clean water supply to the North West elecorate of Port Moresby, the commercial site of the LNG plant, and the Napanapa, Motukea, and Motuan communities. Water PNG, Ltd. will maintain the project once it is completed. Water PNG also won the construction supervisor contract for the project on March 25, 2019 (source: TC # 52/2019: CONSTRUCTION SUPERVISION, Bunu Water Supply Project). The project is expected to be completed in 2025.  The loan has yet to be confirmed as of 2019 (source: Water companies merger queried, VOLUME 3B PUBLIC INVESTMENT PROGRAM FOR STATUTORY AUTHORITIES AND PROVINCIAL GOVERNMENTS 2019 – 2023).",Papua New Guinea,PNG,Oceania,2018,140,WATER SUPPLY AND SANITATION,Development,Yes,Loan,Vague (ODA or OOF),Pipeline: Pledge,"The project developed a pumping station on Laloki River in Port Moresby, Papua New Guinea. The pumping station directly feeds into PNG Power’s Rouna Hydroelectric scheme before feeding into Water PNG’s raw water mains for treatment and supply to the city. More detailed locational data can be found at https://www.openstreetmap.org/way/969650010#map=16/-9.4219/147.4067",,No,No,true,"Title: China Eximbank provides loan worth PGK 419.7 million for Buna Water Supply System Project
Description: In 2018, the Export-Import Bank of China provided a loan for the Bunu Water Supply System Project in Papua New Guinea. The total cost of the project is 475.4 million Kina, the Exim Bank loan will finance 88% of the project and PNG will finance the final 12%, 55.7 million Kina (source: VOLUME 3B PUBLIC INVESTMENT PROGRAM FOR STATUTORY AUTHORITIES AND PROVINCIAL GOVERNMENTS 2019 – 2023). The project will provide a clean water supply to the North West elecorate of Port Moresby, the commercial site of the LNG plant, and the Napanapa, Motukea, and Motuan communities. Water PNG, Ltd. will maintain the project once it is completed. Water PNG also won the construction supervisor contract for the project on March 25, 2019 (source: TC # 52/2019: CONSTRUCTION SUPERVISION, Bunu Water Supply Project). The project is expected to be completed in 2025. The loan has yet to be confirmed as of 2019 (source: Water companies merger queried, VOLUME 3B PUBLIC INVESTMENT PROGRAM FOR STATUTORY AUTHORITIES AND PROVINCIAL GOVERNMENTS 2019 – 2023).
Country: Papua New Guinea
Region: Oceania
Sector: WATER SUPPLY AND SANITATION
Sector code: 140
Theme/intent: Development
Infrastructure: Yes
Finance type: Loan
Flow class: Vague (ODA or OOF)
Status: Pipeline: Pledge
Location: The project developed a pumping station on Laloki River in Port Moresby, Papua New Guinea. The pumping station directly feeds into PNG Power’s Rouna Hydroelectric scheme before feeding into Water PNG’s raw water mains for treatment and supply to the city. More detailed locational data can be found at https://www.openstreetmap.org/way/969650010#map=16/-9.4219/147.4067"
bb8c8322b0ab6364,,,39916,,China provides a 5M grant to Uzbekistan,"On April 11th, 2001, during a meeting between the Uzbek president and Chinese premier minister, China signed an agreement committing a 5 million USD grant to Uzbekistan. It is unclear how this funding will be allocated, and the current state of this project is unknown. ",Uzbekistan,UZB,Asia,2001,998,UNALLOCATED/UNSPECIFIED,Development,,Grant,ODA,Pipeline: Commitment,,,No,Yes,true,"Title: China provides a 5M grant to Uzbekistan
Description: On April 11th, 2001, during a meeting between the Uzbek president and Chinese premier minister, China signed an agreement committing a 5 million USD grant to Uzbekistan. It is unclear how this funding will be allocated, and the current state of this project is unknown.
Country: Uzbekistan
Region: Asia
Sector: UNALLOCATED/UNSPECIFIED
Sector code: 998
Theme/intent: Development
Finance type: Grant
Flow class: ODA
Status: Pipeline: Commitment"
